Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_43,c_3,c_10,c_1,c_8,0.8672787338660111,0.456118805616746
model_44,c_1,c_4,c_9,c_12,0.8768822987092809,0.4301996073458337
model_45,c_3,c_4,c_6,c_10,0.8763444990780578,0.42525404388544086
model_46,c_5,s,-,-,0.8274815611555009,0.6043225941056478
model_47,c_6,c_9,c_2,c_5,0.8727719729563614,0.4390597148456673
model_48,c_10,c_12,c_7,c_1,0.8520282728948986,0.5072194272543509
model_49,c_8,c_12,c_6,c_1,0.8773048555623848,0.4142684705679081
model_50,c_10,c_11,c_10,c_4,0.87549938537185,0.47893880104351866
model_51,c_8,s,-,-,0.832360172095882,0.5782715466374917
model_52,c_2,c_4,m_2,m_3,0.8504148740012293,0.5435402796505856
model_53,c_7,c_11,c_11,c_8,0.8852181929932391,0.4029031662979079
model_54,c_10,c_3,c_3,c_3,0.8721189305470191,0.4495970950070963
model_55,c_9,c_4,c_11,c_11,0.8262138905961893,0.5751806259356764
model_56,c_12,c_2,m_2,c_9,0.9002765826674862,0.3994833570117956
model_57,c_8,c_11,c_2,c_4,0.8531038721573448,0.6845934169931359
model_58,m_2,c_7,c_8,c_5,0.8723878303626306,0.4334118205781502
model_59,c_6,m_2,c_9,c_9,0.9032728948985863,0.33971831614189374
model_60,c_5,c_3,c_5,c_12,0.8802627535341119,0.43044950313220454
model_61,c_5,c_8,c_3,s,0.8730792870313461,0.42981570637163824
model_62,c_9,c_4,c_1,s,0.8504532882606023,0.6261820604300016
model_63,c_2,m_2,c_2,c_12,0.9017363245236631,0.3470344122799174
model_64,c_6,c_6,m_3,c_7,0.8912108174554395,0.4546396060450061
model_65,c_7,c_9,c_2,c_3,0.8718884449907806,0.4529983441505098
model_66,c_11,c_9,c_9,m_3,0.8878687768899816,0.41979296261830495
model_67,c_11,c_2,s,-,0.8618239090350338,0.48148095670036545
model_68,c_11,m_1,c_5,c_8,0.895321143208359,0.3694878554620769
model_69,c_10,c_8,c_5,c_8,0.8594422249539029,0.4973494647541292
model_70,c_12,c_4,c_10,c_7,0.854141057160418,0.5060135573148727
model_71,c_10,c_10,m_2,c_3,0.8587891825445605,0.6009264884547507
model_72,c_6,c_6,c_9,c_10,0.8860633066994469,0.3888370435371235
model_73,c_10,c_1,c_7,c_2,0.8428088506453596,0.5640613743239703
model_74,c_4,c_8,c_2,c_3,0.8685848186846957,0.4618069865748277
model_75,c_1,c_2,c_4,c_4,0.8715043023970498,0.4507606544319515
model_76,c_1,c_1,m_1,c_3,0.8841041794714198,0.4418270094818181
model_77,c_4,c_10,c_3,m_3,0.8906346035648433,0.4107115578590981
model_78,c_4,s,-,-,0.816840811309158,0.6286949565074308
model_79,m_3,c_11,c_12,s,0.8733866011063307,0.4337787280235836
model_80,c_5,c_4,c_5,c_7,0.8834895513214506,0.4111234189504008
model_81,c_9,c_5,c_5,c_1,0.8658574062692072,0.46587828342524057
model_82,c_11,m_2,c_11,c_12,0.9088813767670559,0.3178722439923386
model_83,c_11,c_6,c_2,m_1,0.8751920712968654,0.47244116249960777
model_84,c_12,c_3,c_8,m_2,0.8720805162876459,0.42207191177010167
model_85,m_2,c_3,c_1,c_6,0.8683927473878303,0.45200295093313053
model_86,c_12,c_8,c_9,c_1,0.8854486785494776,0.40146966477296214
model_87,c_10,m_1,m_2,c_6,0.8718500307314075,0.49049039718997794
model_88,c_6,c_9,c_1,c_4,0.866318377381684,0.5137945272912258
model_89,c_4,c_12,c_2,c_8,0.885179778733866,0.39025648686973025
model_90,m_3,s,-,-,0.7463890596189305,0.8509175040528462
model_91,c_1,c_3,m_2,c_2,0.880301167793485,0.46508797697297033
model_92,c_12,m_2,c_5,c_7,0.888521819299324,0.38258519908613636
model_93,c_10,c_7,m_2,m_2,0.8733866011063307,0.46521925479265247
model_94,c_3,c_5,c_1,c_3,0.8740012292563,0.46020185742263936
model_95,c_3,c_3,c_3,c_3,0.8816456668715427,0.4135454443032088
model_96,m_2,c_5,c_2,c_11,0.862861094038107,0.4681568533301207
model_97,c_9,c_12,c_9,c_9,0.8889827904118008,0.3823691099176908
model_98,c_9,c_7,m_3,c_9,0.9041948371235402,0.36563906926242723
model_99,s,-,-,-,0.7889520590043024,0.7421170536110426
model_100,c_11,c_1,c_10,c_10,0.8702750460971113,0.45520938130595895
model_101,c_12,c_4,c_4,c_12,0.8610940381069453,0.5498759963612067
model_102,c_1,c_2,c_10,m_2,0.8665488629379225,0.44757727521672597
model_103,c_7,m_1,c_1,m_1,0.845459434542102,0.5713891260412916
model_104,c_10,c_8,s,-,0.852181929932391,0.5144526272847305
model_105,c_4,c_8,s,-,0.8505301167793485,0.5092090049915395
model_106,c_7,c_12,c_1,c_12,0.8721573448063922,0.45132330713476515
model_107,c_1,c_7,m_3,m_2,0.8554471419791027,0.5170758465956381
model_108,c_8,m_3,c_8,c_5,0.8958973570989551,0.3620329457618521
model_109,c_4,c_3,c_8,c_3,0.8652043638598648,0.4539458255553143
model_110,c_2,c_9,c_11,s,0.8653580208973571,0.4891695046285654
model_111,c_3,m_2,c_2,c_6,0.9000845113706207,0.34798732393758386
model_112,c_4,c_12,c_8,c_3,0.8812615242778119,0.4249930620907858
model_113,c_12,m_1,s,-,0.837661339889367,0.5560007412227005
model_114,c_10,c_5,c_4,c_4,0.8753841425937308,0.4439280283418109
model_115,c_6,c_12,m_2,s,0.8723878303626306,0.4717065239143137
model_116,c_12,c_1,c_5,m_1,0.8655500921942225,0.4745183599530075
model_117,c_6,c_4,c_12,m_2,0.8788030116779348,0.4182111358049096
model_118,c_4,c_6,m_1,c_5,0.858520282728949,0.5661063466470668
model_119,c_5,c_8,c_5,s,0.8453826060233559,0.5680612986741362
model_120,c_12,m_1,c_11,c_1,0.8950138291333744,0.35941429258528557
model_121,m_2,c_12,c_9,m_3,0.8686232329440688,0.4390485717536631
model_122,c_12,m_1,c_8,c_7,0.8850261216963737,0.40978640752953843
model_123,c_10,m_1,m_3,c_4,0.8182237246465888,0.6312272155218939
model_124,c_2,c_1,c_10,c_7,0.8679701905347265,0.4527389633056571
model_125,c_3,c_6,c_3,m_3,0.8896742470805162,0.38893945688254716
model_126,m_1,m_3,c_8,c_11,0.6910725261216963,0.9887670334600274
model_127,c_2,c_2,c_4,c_2,0.8441533497234174,0.5177392675904826
model_128,c_9,c_4,c_9,c_3,0.8915949600491703,0.38315398396710054
model_129,c_7,s,-,-,0.8219883220651506,0.6258698910859442
model_130,c_5,c_2,c_12,s,0.8649354640442533,0.469274972314181
model_131,c_3,c_4,m_1,m_1,0.8602873386601106,0.5514367392221403
model_132,c_5,c_4,c_8,m_1,0.8627074370006146,0.4630792826670551
model_133,c_9,c_10,c_6,c_7,0.8780347264904733,0.4035135588225735
model_134,c_4,c_12,c_5,c_1,0.880838967424708,0.41592100932140913
model_135,c_6,m_1,c_6,c_7,0.8862937922556853,0.4029813486013445
model_136,c_4,c_8,c_4,c_6,0.8705439459127228,0.4926542233819967
model_137,c_10,c_5,c_5,m_2,0.879340811309158,0.4346143725135243
model_138,c_7,c_4,m_1,c_12,0.8878303626306084,0.47294648636427844
model_139,c_9,c_12,s,-,0.864320835894284,0.4628826286357535
model_140,c_4,c_2,c_11,c_6,0.8738859864781807,0.435678192288984
model_141,c_7,c_12,c_1,c_7,0.8738859864781807,0.4337907645991043
model_142,c_7,c_1,m_3,c_7,0.8718884449907806,0.4589946024811334
model_143,c_4,m_3,c_6,c_4,0.8765365703749232,0.42895060881157193
model_144,c_6,c_1,c_2,c_10,0.853680086047941,0.4972858467146745
model_145,c_10,c_12,m_1,m_3,0.8791487400122926,0.42290619513009614
model_146,c_11,c_3,c_3,m_3,0.8854870928088506,0.4198923951453348
model_147,c_4,c_11,c_10,s,0.8607098955132145,0.4818131078696353
model_148,c_8,c_12,c_9,c_9,0.889520590043024,0.3752333448527778
model_149,c_10,c_1,c_12,c_1,0.8830669944683467,0.3885745294163142
model_150,c_4,c_4,c_8,c_1,0.8714658881376767,0.47266787717367287
model_151,c_10,c_9,m_2,c_4,0.883720036877689,0.5364752734777161
model_152,c_5,c_4,c_8,c_7,0.8627842655193608,0.47008981899608476
model_153,c_4,m_1,c_2,c_7,0.8723494161032576,0.42715495900372896
model_154,c_6,c_9,m_3,m_2,0.8896742470805162,0.45578868717376486
model_155,c_3,c_9,c_3,c_9,0.8935540872771973,0.4043137498735722
model_156,c_4,c_6,s,-,0.8560617701290719,0.4896300055988742
model_157,c_4,c_8,c_4,c_2,0.8575983405039951,0.5354018589068427
model_158,c_8,c_11,c_10,c_12,0.8806468961278426,0.42736057481501244
model_159,c_11,c_4,c_6,c_2,0.844460663798402,0.5229033028687446
model_160,c_6,c_12,c_11,c_5,0.8795328826060234,0.4178017795259922
model_161,c_9,c_12,m_3,c_1,0.8952827289489859,0.40403290529813807
model_162,c_6,c_6,c_11,c_5,0.8744237861094039,0.42719232178789457
model_163,c_6,c_11,s,-,0.8562538414259373,0.513811289302469
model_164,c_10,c_5,c_12,c_2,0.8678165334972342,0.43676762877246245
model_165,c_2,c_3,c_3,c_4,0.866279963122311,0.4774824864910509
model_166,c_6,c_10,c_12,c_7,0.8718116164720344,0.4339718044894051
model_167,c_10,c_3,m_3,c_10,0.8863322065150584,0.49753842578391466
model_168,c_8,c_1,c_1,c_7,0.8560233558696988,0.5006941040747724
model_169,c_8,c_7,c_1,c_1,0.8689305470190535,0.45388918018773355
model_170,c_1,c_6,c_7,c_3,0.8819913952059004,0.4180782538207308
model_171,c_2,c_5,c_11,c_2,0.8561770129071912,0.47790565693862025
model_172,c_2,c_9,c_7,m_3,0.8882145052243393,0.3802198447566422
model_173,c_2,c_3,c_11,c_1,0.8835279655808236,0.4141547711452752
model_174,c_3,c_2,c_10,c_3,0.8702366318377381,0.45425160283242255
model_175,c_1,c_5,c_10,c_4,0.8684695759065765,0.4552510886624245
model_176,c_8,c_8,c_7,c_10,0.8678549477566072,0.4396910031990691
model_177,c_4,m_2,c_2,c_4,0.8824907805777504,0.3991782257279591
model_178,c_7,c_3,c_5,c_5,0.864359250153657,0.48313048628479993
model_179,c_12,c_6,c_4,m_3,0.8852566072526121,0.3805964140756114
model_180,c_1,m_2,c_8,c_9,0.8783036263060848,0.412512139690274
model_181,c_3,c_12,c_6,c_2,0.8545251997541488,0.5109612031827767
model_182,m_3,c_3,c_3,c_10,0.8694299323909035,0.439605065546449
model_183,c_6,c_6,c_7,m_2,0.8695835894283959,0.4933293338890228
model_184,c_6,c_4,c_12,c_9,0.8773816840811309,0.45076264359501145
model_185,c_7,c_6,c_10,c_8,0.8607098955132145,0.49640364482879784
model_186,c_4,c_6,c_6,c_10,0.8619775660725261,0.4841098887428009
model_187,c_1,c_6,c_3,c_3,0.8622848801475107,0.46189676151458076
model_188,c_8,m_3,c_11,s,0.8808773816840811,0.4460181761910817
model_189,c_8,c_12,c_10,c_6,0.8794176398279041,0.4286294046425351
model_190,c_2,c_5,m_2,c_3,0.8847956361401352,0.43261674505365943
model_191,c_5,c_2,c_10,c_9,0.8801090964966195,0.4673951220387832
model_192,c_7,m_1,c_10,c_3,0.8839889366933006,0.4081639136567245
model_193,c_2,c_1,c_3,m_3,0.8832590657652121,0.40367502059281496
model_194,c_4,c_2,c_4,c_12,0.8555239704978488,0.48465009946799675
model_195,c_5,m_3,c_7,c_6,0.8929010448678549,0.3610482600476929
model_196,c_4,c_7,c_3,c_10,0.8674323909035033,0.45811268184437076
model_197,c_1,c_9,c_8,c_4,0.8588660110633067,0.4938572445711477
model_198,c_7,m_3,c_7,c_12,0.8945912722802705,0.3611570188905025
model_199,c_11,c_1,c_8,c_5,0.8844883220651506,0.39632842782484146
model_200,c_6,c_7,c_11,c_12,0.8802627535341119,0.4410464452154884
model_201,c_10,c_3,c_1,c_1,0.8534880147510756,0.4883905530855124
model_202,c_8,m_3,c_10,s,0.8821834665027658,0.4340095008507637
model_203,c_3,c_6,m_3,c_6,0.8976259987707437,0.37055570576809344
model_204,c_1,c_2,c_4,c_9,0.870659188690842,0.44189693209541747
model_205,c_9,c_11,c_7,c_8,0.8713890596189305,0.4405181020287626
model_206,c_2,c_7,c_2,m_2,0.8733481868469576,0.42847846177324755
model_207,c_6,c_2,c_12,c_8,0.8710049170251998,0.5358580982274781
model_208,c_5,c_9,c_5,c_1,0.8781499692685925,0.41204498819983953
model_209,c_12,c_10,c_7,c_4,0.8633220651505839,0.4698496983142154
model_210,c_11,c_4,c_8,s,0.8597111247695144,0.4813226029212737
model_211,c_8,c_12,c_12,c_12,0.8888675476336816,0.4039209987910965
model_212,c_10,c_7,c_2,c_2,0.8656269207129687,0.5077765959497603
model_213,c_1,c_1,c_1,c_1,0.8329363859864782,0.6254609134677882
model_214,c_5,c_9,c_3,c_8,0.8672019053472649,0.5568958365191838
model_215,c_6,c_2,c_5,c_10,0.8594038106945298,0.5325679366603338
model_216,c_2,c_8,c_2,c_2,0.8858712354025814,0.38980975409153423
model_217,c_11,c_1,c_1,c_5,0.8667025199754149,0.46172922787376175
model_218,c_1,m_2,c_9,m_1,0.8480716041794715,0.5222995432703936
model_219,m_3,c_5,s,-,0.811040258143823,0.6650952500255106
model_220,c_12,c_11,m_2,c_9,0.9000845113706207,0.37064372174803584
model_221,c_1,m_1,c_11,m_1,0.8537569145666871,0.6942074874572836
model_222,c_1,c_1,m_2,c_3,0.8634373079287031,0.47451338353300654
model_223,c_7,c_8,c_2,c_11,0.8485709895513215,0.5785529451432152
model_224,c_3,c_1,c_11,c_3,0.8660110633066994,0.4424671387665097
model_225,c_9,c_6,c_4,c_3,0.8589044253226797,0.48677952191033974
model_226,c_1,c_2,c_7,c_6,0.869660417947142,0.44079986361176526
model_227,c_9,c_4,c_9,c_6,0.8736555009219422,0.4788458658349096
model_228,c_7,c_8,c_7,c_7,0.8800706822372465,0.4165003002697365
model_229,c_3,m_3,c_6,c_1,0.8886370620774432,0.379837720519242
model_230,c_9,m_1,c_8,c_5,0.8860633066994469,0.3918972632675429
model_231,c_4,c_3,c_9,c_11,0.8648970497848801,0.44899465939569266
model_232,c_1,c_2,c_2,m_3,0.8778042409342348,0.43599063240463337
model_233,c_8,c_4,c_4,c_4,0.8525660725261217,0.524291557571825
model_234,m_3,c_9,c_7,c_2,0.8601720958819914,0.47245682328115157
model_235,c_3,c_11,c_12,s,0.8760371850030731,0.4504949825265764
model_236,c_1,c_8,c_4,c_6,0.8657037492317148,0.4664270683124744
model_237,c_1,c_9,m_2,m_3,0.879379225568531,0.42868655916365217
model_238,c_3,c_10,c_5,m_1,0.8632452366318377,0.5371986958206836
model_239,c_10,c_5,c_4,c_2,0.8640903503380455,0.46179642816335786
model_240,c_12,c_6,c_6,c_8,0.8885986478180701,0.38036633331898756
model_241,c_12,c_7,c_11,c_6,0.884219422249539,0.4482178724042902
model_242,c_11,c_10,m_2,m_3,0.885640749846343,0.5256994361516956
model_243,c_12,c_4,c_5,c_9,0.8633220651505839,0.4833237002337536
model_244,c_12,c_5,c_7,c_3,0.8510679164105716,0.5557524014193366
model_245,c_6,m_2,c_2,c_11,0.9010832821143209,0.3400514634130334
model_246,c_3,m_1,c_1,c_12,0.8922095881991395,0.36493744379219717
model_247,c_8,c_6,c_9,c_6,0.8676628764597418,0.4638804383598813
model_248,c_9,c_4,c_5,c_4,0.8709280885064536,0.4285889249146168
model_249,c_11,c_4,m_3,c_9,0.9085740626920713,0.3245460446179829
model_250,c_7,c_12,c_2,c_7,0.8694683466502766,0.4525125579932532
model_251,c_4,m_1,c_6,m_1,0.8417716656422864,0.5483869927092132
model_252,c_5,c_8,c_6,c_2,0.86240012292563,0.4582929951038621
model_253,c_5,m_2,c_6,c_5,0.8977028272894899,0.3762258765984329
model_254,c_4,c_5,c_11,c_9,0.8756914566687154,0.42253919078590096
model_255,c_11,c_8,c_9,c_5,0.8928242163491088,0.3718851635412307
model_256,c_2,c_10,c_9,c_10,0.8825291948371236,0.4250198825781669
model_257,c_5,m_2,c_7,c_12,0.8978948985863553,0.35693355931567866
model_258,c_7,c_10,c_12,c_11,0.8823755377996312,0.3958810935416285
model_259,c_12,c_12,c_5,c_1,0.8923632452366318,0.37862187172455075
model_260,c_1,c_1,c_12,c_9,0.8654732636754764,0.5205850001852719
model_261,c_9,c_8,c_12,c_12,0.880838967424708,0.4269355146744424
model_262,c_2,m_3,c_6,c_11,0.8975875845113707,0.3520227222375402
model_263,c_9,c_12,c_1,c_3,0.8859096496619545,0.38880449247711923
model_264,c_2,c_1,c_2,c_12,0.8804932390903504,0.4522737602405044
model_265,c_3,c_12,m_2,m_1,0.8834511370620775,0.40110157291876003
model_266,c_9,c_11,c_10,m_3,0.8875230485556238,0.5116349727959448
model_267,c_7,c_5,c_7,c_10,0.8748463429625076,0.4411117836704779
model_268,c_12,c_1,c_7,c_5,0.8585586969883221,0.5578078018900948
model_269,c_8,c_10,c_6,m_1,0.8679317762753535,0.46504846919550075
model_270,c_1,c_8,m_2,c_2,0.8838352796558082,0.47443746955356647
model_271,c_9,c_2,c_5,c_11,0.871120159803319,0.44615996104665673
model_272,c_4,m_3,c_8,c_12,0.8983558696988322,0.3608129476577721
model_273,c_2,c_9,c_2,s,0.8494161032575291,0.5313576955552034
model_274,c_2,s,-,-,0.8341272280270436,0.5807248447101836
model_275,c_4,c_7,c_7,c_12,0.8748079287031346,0.4269267714639053
model_276,c_11,c_4,c_10,m_3,0.8856023355869699,0.4526252719838706
model_277,c_5,c_2,c_1,s,0.8528349723417332,0.5148744690927466
model_278,c_6,c_8,m_1,c_9,0.8940918869084205,0.4012296326188273
model_279,c_3,c_8,c_6,c_5,0.8905961893054702,0.4109673239038851
model_280,c_11,c_4,c_12,c_6,0.8940150583896742,0.36608463477803543
model_281,c_4,c_5,c_3,c_8,0.8760371850030731,0.4166902646230054
model_282,c_8,c_6,m_2,c_12,0.9069222495390289,0.4095430576369011
model_283,c_4,c_1,c_8,c_6,0.8672787338660111,0.4520795603580979
model_284,c_10,c_8,c_3,c_8,0.8802627535341119,0.401420559617333
model_285,c_7,c_2,c_6,c_9,0.8706976029502151,0.4427038094265811
model_286,c_10,c_4,c_4,s,0.8601720958819914,0.46599878866246086
model_287,c_11,c_4,c_12,c_2,0.8665104486785494,0.46495517804421893
model_288,c_6,c_1,c_5,c_6,0.8821450522433928,0.4107929030026881
model_289,c_1,c_8,s,-,0.8437307928703135,0.5404955373588118
model_290,c_5,c_7,c_1,c_12,0.861478180700676,0.4867135445142569
model_291,c_3,c_5,c_10,c_3,0.8742701290719115,0.4600038979415448
model_292,c_6,c_1,m_1,c_11,0.8612476951444377,0.5303723575626331
model_293,c_8,c_3,m_3,s,0.8769975414874002,0.41468942835331696
model_294,c_11,c_10,m_3,c_2,0.9025430239704979,0.3569205902109281
model_295,c_9,c_12,c_4,c_2,0.8794944683466502,0.43303250412891153
model_296,c_11,c_7,c_3,m_1,0.8701982175783651,0.4415703852647788
model_297,c_8,c_11,c_10,s,0.8707360172095882,0.48620097940878115
model_298,c_2,c_12,c_4,c_6,0.8727719729563614,0.4471615591734996
model_299,c_11,c_2,m_3,c_10,0.8811078672403196,0.4379470390304877
model_300,c_10,c_11,c_4,c_8,0.8635141364474493,0.45249092412200087
model_301,c_7,c_6,c_2,c_4,0.8732713583282115,0.4995274429187206
model_302,c_12,c_3,c_3,c_8,0.8823755377996312,0.4083842269219939
model_303,c_8,c_5,c_10,c_8,0.8544867854947756,0.4847767539116306
model_304,c_2,m_2,c_11,c_1,0.883720036877689,0.40519123013373454
model_305,c_3,c_11,c_4,c_9,0.8766518131530424,0.43818842051819784
model_306,c_8,c_8,c_5,c_11,0.8517593730792871,0.4843921678503672
model_307,c_10,c_9,c_3,c_2,0.8734634296250768,0.45967256837852466
model_308,c_11,c_1,c_5,c_8,0.8651275353411186,0.4518366590847468
model_309,c_8,c_5,c_10,m_3,0.8776889981561156,0.41993721729784417
model_310,c_9,c_12,c_11,m_1,0.8824523663183774,0.40344010888339554
model_311,c_9,c_9,c_12,c_8,0.9025814382298709,0.3631748154475488
model_312,c_4,c_12,c_7,c_1,0.8623617086662569,0.4786425162640245
model_313,c_8,m_2,c_1,c_7,0.8830285802089736,0.40080573617239706
model_314,m_3,c_9,c_1,c_10,0.869698832206515,0.4370171436061138
model_315,c_2,m_2,c_6,m_2,0.8599416103257529,0.48671859718937044
model_316,c_4,c_8,c_3,s,0.8644360786724032,0.4756677218271533
model_317,c_10,c_11,c_5,m_1,0.8675092194222496,0.45566321151089506
model_318,c_8,c_5,c_1,c_6,0.8643976644130301,0.4626551948043563
model_319,c_8,c_5,c_6,m_3,0.8874078057775046,0.4295820881599433
model_320,c_3,c_4,c_4,c_9,0.8769975414874002,0.4285849853388429
model_321,c_7,c_9,c_8,m_2,0.8554855562384758,0.6382363762273771
model_322,c_3,c_4,c_8,c_4,0.8559465273509527,0.48363093989222933
model_323,c_9,c_8,c_7,c_7,0.8600568531038721,0.49243200217278077
model_324,c_11,m_2,c_7,c_3,0.8928626306084819,0.3718404499098393
model_325,c_10,c_1,s,-,0.8375460971112477,0.5479081422456877
model_326,c_12,c_3,c_6,c_2,0.8922864167178857,0.4329694639009864
model_327,c_8,m_3,c_6,c_2,0.8973570989551322,0.3515328707834036
model_328,c_4,c_4,c_6,s,0.8566763982790412,0.5365572368065565
model_329,c_9,c_10,c_8,c_8,0.8719652735095267,0.48379656718271086
model_330,c_9,m_1,c_12,c_2,0.8950138291333744,0.3726423039263058
model_331,c_7,c_11,c_9,m_3,0.8849492931776275,0.5099869172816344
model_332,c_7,c_6,c_1,c_9,0.8576367547633682,0.5211760846837283
model_333,c_9,c_8,c_3,c_3,0.8906346035648433,0.3854440262228635
model_334,c_11,c_7,c_7,c_2,0.8743469575906576,0.4387446326588881
model_335,c_5,c_8,c_3,c_4,0.8695067609096496,0.4962777413322505
model_336,c_7,c_9,c_12,m_2,0.8841425937307928,0.40734286617989107
model_337,c_7,c_7,c_3,c_4,0.8678933620159803,0.43671335478684764
model_338,c_12,m_2,c_5,c_4,0.8881376767055931,0.39894271160681405
model_339,c_1,c_5,c_8,c_2,0.8565227412415488,0.5065250837306486
model_340,c_10,c_5,c_5,c_5,0.8645129071911494,0.5266318152342094
model_341,c_9,c_1,m_3,c_8,0.9015442532267978,0.4102205845407716
model_342,c_4,c_7,m_3,c_11,0.8932467732022127,0.3685431448901879
model_343,c_10,c_8,m_1,m_1,0.8633988936693301,0.49476271956591206
model_344,c_7,c_11,c_3,c_3,0.8716963736939152,0.45776179293657127
model_345,c_10,c_1,c_9,c_1,0.8535264290104487,0.5144616831426029
model_346,c_5,c_11,c_2,c_8,0.8572526121696373,0.4891934293678881
model_347,c_9,m_3,c_2,c_7,0.8895974185617701,0.37850308309743647
model_348,c_12,c_4,c_5,c_10,0.8690073755377996,0.4461894073073089
model_349,c_2,c_5,c_7,m_1,0.8574062692071297,0.48030331171247664
model_350,c_2,c_1,c_5,c_11,0.8592885679164106,0.4854903440114246
model_351,c_4,m_1,m_2,c_3,0.8518746158574063,0.5405165442639358
model_352,c_3,c_6,c_1,c_10,0.8596342962507683,0.47435982484134637
model_353,c_11,c_1,c_10,c_8,0.8641671788567916,0.45900930834278125
model_354,c_2,c_12,c_2,c_5,0.8753073140749846,0.44479384046613474
model_355,c_4,c_9,c_3,c_2,0.8774585125998771,0.4203511122534007
model_356,c_9,c_7,c_8,c_3,0.878841425937308,0.42967481006305497
model_357,c_12,c_5,c_11,c_3,0.8760755992624463,0.5037182835288478
model_358,c_8,c_2,c_8,c_12,0.8844499078057775,0.4033047667193354
model_359,c_3,c_6,m_3,c_11,0.9018899815611555,0.36922016371666616
model_360,c_10,c_10,c_5,c_3,0.8621696373693916,0.4614443093098668
model_361,m_1,c_3,m_3,c_12,0.8488783036263061,0.5122996286592677
model_362,c_7,c_5,c_10,m_1,0.857559926244622,0.49989436883719773
model_363,c_11,c_11,c_7,c_7,0.869161032575292,0.4550326271618006
model_364,c_11,c_4,s,-,0.8481868469575906,0.5128634677720202
model_365,c_10,m_3,c_1,m_1,0.824638905961893,0.611483696731381
